Snapshot,Lookback,X,Y,Z,R,Mass,Mstars
520.0,7.641375389072152,,,,,80212967.0803044,0.0
523.0,7.596713167865263,,,,,80212967.0803044,0.0
525.0,7.566683618057125,,,,,80212967.0803044,0.0
527.0,7.53339063655954,,,,,80212967.0803044,0.0
530.0,7.482979561017268,,,,,80212967.0803044,0.0
532.0,7.445622694073074,,,,,80212967.0803044,0.0
535.0,7.388982983834753,,,,,80212967.0803044,0.0
537.0,7.368028485131425,,,,,80212967.0803044,0.0
539.0,7.32581407574925,,,,,80212967.0803044,0.0
541.0,7.304554308275986,,,,,80212967.0803044,0.0
543.0,7.271496275648464,,,,,80212967.0803044,0.0
545.0,7.236227198877431,,,,,80212967.0803044,0.0
547.0,7.19831221169613,,,,,80212967.0803044,0.0
550.0,7.152681385740628,,,,,80212967.0803044,0.0
553.0,7.099260464270884,,,,,80212967.0803044,0.0
555.0,7.075557727315488,,,,,80212967.0803044,0.0
557.0,7.039764478602527,,,,,80212967.0803044,0.0
560.0,6.986751233784402,,,,,80212967.0803044,0.0
563.0,6.943909723553674,,,,,80212967.0803044,0.0
565.0,6.8992999999999975,,,,,80212967.0803044,0.0
567.0,6.866292168543732,,,,,80212967.0803044,0.0
570.0,6.816364909661479,,,,,80212967.0803044,0.0
573.0,6.779399361578653,,,,,80212967.0803044,0.0
575.0,6.742137004320504,,,,,80212967.0803044,0.0
577.0,6.7130773554740495,,,,,80212967.0803044,0.0
580.0,6.66005882533,,,,,80212967.0803044,0.0
583.0,6.613862820712693,,,,,80212967.0803044,0.0
585.0,6.573229915265312,,,,,80212967.0803044,0.0
587.0,6.539376586173443,,,,,80212967.0803044,0.0
590.0,6.489295405186351,,,,,80212967.0803044,0.0
592.0,6.462779928727577,,,,,80212967.0803044,0.0
594.0,6.420803680733952,,,,,80212967.0803044,0.0
596.0,6.3912357509248015,,,,,80212967.0803044,0.0
598.0,6.360037918593159,,,,,80212967.0803044,0.0
600.0,6.323181769898123,,,,,80212967.0803044,0.0
602.0,6.296819541234349,,,,,80212967.0803044,0.0
604.0,6.257021370782392,,,,,80212967.0803044,0.0
608.0,6.198067183682968,,,,,80212967.0803044,0.0
610.0,6.166826674452982,,,,,80212967.0803044,0.0
612.0,6.133891202463207,,,,,80212967.0803044,0.0
614.0,6.100719280344513,,,,,80212967.0803044,0.0
616.0,6.067346103953526,,,,,80212967.0803044,0.0
618.0,6.032072868913223,,,,,80212967.0803044,0.0
620.0,5.9948320266449295,,,,,80212967.0803044,0.0
622.0,5.957324003606695,,,,,80212967.0803044,0.0
624.0,5.9365639909968575,,,,,80212967.0803044,0.0
626.0,5.894811696137233,,,,,80212967.0803044,0.0
629.0,5.85272746861963,,,,,80212967.0803044,0.0
630.0,5.829423163299706,,,,,80212967.0803044,0.0
632.0,5.806019824366869,,,,,80212967.0803044,0.0
634.0,5.758847580686567,,,,,80212967.0803044,0.0
636.0,5.735113676933862,,,,,80212967.0803044,0.0
639.0,5.687351268637958,,,,,80212967.0803044,0.0
640.0,5.674282004200253,,,,,80212967.0803044,0.0
642.0,5.63487750476342,,,,,80212967.0803044,0.0
644.0,5.607096887071627,,,,,80212967.0803044,0.0
646.0,5.563197273837341,,,,,80212967.0803044,0.0
648.0,5.532228479342441,,,,,80212967.0803044,0.0
650.0,5.499580009312712,,,,,80212967.0803044,0.0
652.0,5.4667717357004335,,,,,80212967.0803044,0.0
654.0,5.432045810452904,,,,,80212967.0803044,0.0
656.0,5.395473989249358,,,,,80212967.0803044,0.0
658.0,5.377073878453867,,,,,80212967.0803044,0.0
660.0,5.338220697323426,,,,,80212967.0803044,0.0
662.0,5.297253698952362,,,,,80212967.0803044,0.0
664.0,5.276641111204341,,,,,80212967.0803044,0.0
666.0,5.235158502612744,,,,,80212967.0803044,0.0
668.0,5.214323161439596,,,,,80212967.0803044,0.0
670.0,5.170266337889607,,,,,80212967.0803044,0.0
672.0,5.147046563163453,,,,,80212967.0803044,0.0
674.0,5.100322315894825,,,,,80212967.0803044,0.0
676.0,5.076783952863184,,,,,80212967.0803044,0.0
679.0,5.024693916499314,,,,,80212967.0803044,0.0
681.0,4.9984422681030605,,,,,80212967.0803044,0.0
682.0,4.972098961617661,,,,,80212967.0803044,0.0
684.0,4.945595796763422,,,,,80212967.0803044,0.0
687.0,4.892248159980066,,,,,80212967.0803044,0.0
689.0,4.862669314823597,,,,,80212967.0803044,0.0
690.0,4.8487228759760965,,,,,80212967.0803044,0.0
692.0,4.806664730570148,,,,,80212967.0803044,0.0
694.0,4.778461168590125,,,,,80212967.0803044,0.0
698.0,4.720187077902779,,,,,80212967.0803044,0.0
704.0,4.622237616993765,,,,,80212967.0803044,0.0
706.0,4.577088592204344,,,,,80212967.0803044,0.0
708.0,4.5521323230353365,,,,,80212967.0803044,0.0
711.0,4.501814915026364,,,,,80212967.0803044,0.0
